group_farm-farm_location,group_farm-farm_size,group_farm-farm_size_unit,group_farm-measurement_unit_other,group_farm-land_ownership,group_farm-land_ownership_other,group_farm-cropping_area,group_farm-cropping_area_unit,group_farm-cropping_area_other,group_farm-land_use,group_farm-land_use_other,group_soil-soil_quality,group_soil-soil_quality_indicators,group_soil-soil_types,group_soil-num_soil_types,group_soil-soil_types_description,group_soil-soil_surface,group_soil-rock_gravel,group_soil_erosion-erosion_prevalence,group_soil_erosion-erosion_type_farm,group_soil_erosion-erosion_control_measures,group_soil_erosion-erosion_control_description,group_crop_production-crop_type,group_crop_production-crop_type_other,group_crop_production-crop_production,group_crop_production-crop_production_other,group_crop_production-crop_productivity_enhance,group_crop_production-crop_productivity_other,farm_management-crop_rotation,farm_management-fallowing,farm_management-fallow_percent,farm_management-fallow_years,farm_management-burning,farm_management-crop_residue,farm_management-crop_residue_other,farm_management-farmyard_manure_use,farm_management-manure_use_crops,farm_management-compost_use,farm_management-compost_use_crops,farm_management-mulch_use,farm_management-mulch_use_crops,farm_management-chemical_fertilizer_use,farm_management-fertilizer_use_crops,farm_management-herbicide_use,farm_management-pesticide_use,PARENT_KEY,KEY,SET-OF-farm_details
1,2.5000000000,2,"",2,"",2.5000000000,2,"",1,"",Medium,Soil colour,0,"","",2,2,0,"","","",16,"Tomato, groundnut",7 6 8,"",1 2 5,"",1,0,"","",0,4,"",1,16,0,"",0,"",1,16,0,1,uuid:574fe57b-e2ad-4b7d-8e0d-13c6fe383f06,uuid:574fe57b-e2ad-4b7d-8e0d-13c6fe383f06/farm_details[1],uuid:574fe57b-e2ad-4b7d-8e0d-13c6fe383f06/farm_details
2,1.0000000000,2,"",6,"",6.0000000000,2,"",1,"",Low,Soil texture,0,"","",2,1,0,"","","",1,"",1 2 6 8,"",2 5,"",1,0,"","",0,4,"",1,1,0,"",0,"",0,"",0,0,uuid:906cab4f-7127-4f96-91ae-296075991166,uuid:906cab4f-7127-4f96-91ae-296075991166/farm_details[1],uuid:906cab4f-7127-4f96-91ae-296075991166/farm_details
2,1.0000000000,2,"",6,"",6.0000000000,2,"",1,"",Low,Using chemicals from prolonged time so the quality got degraded,0,"","",2,1,0,"","","",1,"",1 2 8,"",1 5,"",1,0,"","",0,4,"",1,1,0,"",0,"",1,1,1,1,uuid:906cab4f-7127-4f96-91ae-296075991166,uuid:906cab4f-7127-4f96-91ae-296075991166/farm_details[2],uuid:906cab4f-7127-4f96-91ae-296075991166/farm_details
2,3.0000000000,2,"",6,"",6.0000000000,2,"",1,"",Low,Soil texture and prolonged usage of chemicals,0,"","",2,1,0,"","","",1,"",1 2 6 8,"",1 2 5,"",1,0,"","",0,4,"",1,1,0,"",0,"",1,1,1,1,uuid:906cab4f-7127-4f96-91ae-296075991166,uuid:906cab4f-7127-4f96-91ae-296075991166/farm_details[3],uuid:906cab4f-7127-4f96-91ae-296075991166/farm_details
2,0.5000000000,2,"",6,"",6.0000000000,2,"",1,"",Low,Soil texture and prolonged usage of chemicals,0,"","",2,1,0,"","","",1,"",1 2 6 8,"",1 2 5,"",1,0,"","",0,4,"",1,1,0,"",0,"",1,1,1,1,uuid:906cab4f-7127-4f96-91ae-296075991166,uuid:906cab4f-7127-4f96-91ae-296075991166/farm_details[4],uuid:906cab4f-7127-4f96-91ae-296075991166/farm_details
2,0.5000000000,2,"",6,"",6.0000000000,2,"",1,"",Low,Soil texture and prolonged usage of chemicals,0,"","",2,1,0,"","","",1,"",1 2 6 8,"",1 2 5,"",1,0,"","",0,4,"",1,1,0,"",0,"",1,1,1,1,uuid:906cab4f-7127-4f96-91ae-296075991166,uuid:906cab4f-7127-4f96-91ae-296075991166/farm_details[5],uuid:906cab4f-7127-4f96-91ae-296075991166/farm_details
2,10.0000000000,2,"",6,"",6.0000000000,2,"",1,"",Low,Soil texture,0,"","",2,1,0,"","","",16,Started cultivating this year he took the land for tenancy,1 2 6 7 8,"",1 2 5,"",0,0,"","",0,5,"",0,"",0,"",0,"",0,"",0,0,uuid:906cab4f-7127-4f96-91ae-296075991166,uuid:906cab4f-7127-4f96-91ae-296075991166/farm_details[6],uuid:906cab4f-7127-4f96-91ae-296075991166/farm_details
1,5.0000000000,2,"",2,"",5.0000000000,2,"",1,"",Medium,Soil colour,0,"","",2,1,0,"","","",16,Groundnut tomato,6 7,"",2 1,"",1,0,"","",0,4,"",1,16,0,"",0,"",1,16,0,1,uuid:d501faf5-b26c-4ba5-9459-6535a6fecac2,uuid:d501faf5-b26c-4ba5-9459-6535a6fecac2/farm_details[1],uuid:d501faf5-b26c-4ba5-9459-6535a6fecac2/farm_details
2,1.0000000000,2,"",1,"",4.5000000000,2,"",1,"",Medium,Soil texture,0,"","",2,1,0,"","","",1,"",2 6 7 8,"",1 2,"",0,0,"","",0,2,"",1,1,0,"",0,"",0,"",0,0,uuid:d5d793fd-af2a-4ac9-8bc7-85335bda9841,uuid:d5d793fd-af2a-4ac9-8bc7-85335bda9841/farm_details[1],uuid:d5d793fd-af2a-4ac9-8bc7-85335bda9841/farm_details
2,0.5000000000,2,"",1,"",4.5000000000,2,"",1,"",Medium,Soil texture,0,"","",2,1,0,"","","",1,"",2 6 7 8,"",1,"",0,0,"","",0,2,"",1,1,0,"",0,"",1,1,1,1,uuid:d5d793fd-af2a-4ac9-8bc7-85335bda9841,uuid:d5d793fd-af2a-4ac9-8bc7-85335bda9841/farm_details[2],uuid:d5d793fd-af2a-4ac9-8bc7-85335bda9841/farm_details
2,3.0000000000,2,"",6,"",4.5000000000,2,"",1,"",Medium,Soil texture,0,"","",2,1,0,"","","",1,"",2 5 7 8,"",1 2,"",0,0,"","",0,2,"",1,1,0,"",0,"",1,1,1,1,uuid:d5d793fd-af2a-4ac9-8bc7-85335bda9841,uuid:d5d793fd-af2a-4ac9-8bc7-85335bda9841/farm_details[3],uuid:d5d793fd-af2a-4ac9-8bc7-85335bda9841/farm_details
2,1.0000000000,2,"",4,"",0E-10,2,"",1 2,"",Medium,Based on yield,1,2,"Sandy soils, black lateral soils",2,1,0,"","","",1 2 14 15 9 10 16,Rajma,2,"",3,"",0,1,100.0000000000,0.5000000000,0,2,"",0,"",1,1 14,0,"",0,"",0,0,uuid:f1ac154a-1d77-47b8-a92a-1f8e96c19fd3,uuid:f1ac154a-1d77-47b8-a92a-1f8e96c19fd3/farm_details[1],uuid:f1ac154a-1d77-47b8-a92a-1f8e96c19fd3/farm_details
3,2.0000000000,2,"",4,"",2.0000000000,2,"",2,"",Medium,Based on the yield,0,"","",2,1,0,"","","",15 16,"Mango, Coffee",10,"",6,Not doing anything,0,0,"","",0,5,Permanent crops,0,"",0,"",0,"",0,"",0,0,uuid:f1ac154a-1d77-47b8-a92a-1f8e96c19fd3,uuid:f1ac154a-1d77-47b8-a92a-1f8e96c19fd3/farm_details[2],uuid:f1ac154a-1d77-47b8-a92a-1f8e96c19fd3/farm_details
2,1.0000000000,2,"",4,"",1.0000000000,2,"",3,"",Medium,Based on yield,1,2,"Stone land, sandy",2,1,0,"","","",14,"",10,"",3,"",0,0,"","",0,2,"",0,"",1,14,0,"",0,"",0,0,uuid:f1ac154a-1d77-47b8-a92a-1f8e96c19fd3,uuid:f1ac154a-1d77-47b8-a92a-1f8e96c19fd3/farm_details[3],uuid:f1ac154a-1d77-47b8-a92a-1f8e96c19fd3/farm_details
1,10.0000000000,2,"",2,"",10.0000000000,2,"",1,"",Medium,Soil colour,0,"","",2,1,0,"","","",16,"Tomato, ground nut",6 7,"",2 1,"",1,0,"","",0,4,"",1,16,0,"",0,"",1,16,0,1,uuid:46c77b2f-4ae3-4d54-8ffa-e036d6aa5a93,uuid:46c77b2f-4ae3-4d54-8ffa-e036d6aa5a93/farm_details[1],uuid:46c77b2f-4ae3-4d54-8ffa-e036d6aa5a93/farm_details
2,1.0000000000,3,"",4,"",0.7500000000,2,"",1,"",Medium,Based on yield,0,"","",2,1,0,"","","",1 2 10,"",1 2,"",3 4 5,"",0,1,100.0000000000,0.5000000000,0,2,"",0,"",1,1,0,"",0,"",0,0,uuid:bda3a88f-8ae6-4893-8e1a-722cb258c9fd,uuid:bda3a88f-8ae6-4893-8e1a-722cb258c9fd/farm_details[1],uuid:bda3a88f-8ae6-4893-8e1a-722cb258c9fd/farm_details
2,1.0000000000,2,"",4,"",0.5000000000,2,"",1,"",Low,Based on the yield and soil colour,0,"","",2,1,0,"","","",14 16,Pippali,1 2 4,"",3 5 4,"",0,1,50.0000000000,2.0000000000,0,2,"",0,"",0,"",0,"",0,"",0,0,uuid:bda3a88f-8ae6-4893-8e1a-722cb258c9fd,uuid:bda3a88f-8ae6-4893-8e1a-722cb258c9fd/farm_details[2],uuid:bda3a88f-8ae6-4893-8e1a-722cb258c9fd/farm_details
3,0.5000000000,2,"",4,"",0.5000000000,2,"",2,"",Low,Based on the yield,0,"","",1,1,0,"","","",15 16,Coffee,1 2 4 9,"",3 6,By using APCNF methods,0,0,"","",0,5,Coffee and pepper permanent crops,0,"",0,"",0,"",0,"",0,0,uuid:bda3a88f-8ae6-4893-8e1a-722cb258c9fd,uuid:bda3a88f-8ae6-4893-8e1a-722cb258c9fd/farm_details[3],uuid:bda3a88f-8ae6-4893-8e1a-722cb258c9fd/farm_details
1,5.0000000000,2,"",2,"",5.0000000000,2,"",1,"",Medium,Soil colour,0,"","",2,1,0,"","","",16 7 11 8 4,"Groundnut, tomato",6 7,"",2 6,"Jeevamrutam, ghanajeevanrutam,neemastram",1,0,"","",0,4,"",1,16 7 8 4 11,0,"",0,"",0,"",0,0,uuid:cf89edae-ea9e-4ec2-8013-18322f237660,uuid:cf89edae-ea9e-4ec2-8013-18322f237660/farm_details[1],uuid:cf89edae-ea9e-4ec2-8013-18322f237660/farm_details
1,2.0000000000,2,"",2,"",2.0000000000,2,"",1,"",High,Soil colour,0,"","",2,1,0,"","","",16 7 8 10 11,"Groundnut, tomato, castor",6 7,"",2 6,"Jeevamrutam, ghanajeevanrutam",1,0,"","",0,5,Incorporating into the field,1,16 7 8 10 11,0,"",1,8 7 10 11,0,"",0,0,uuid:01158a38-aac0-4969-ad0a-9c40ace38dbe,uuid:01158a38-aac0-4969-ad0a-9c40ace38dbe/farm_details[1],uuid:01158a38-aac0-4969-ad0a-9c40ace38dbe/farm_details
1,9.0000000000,2,"",2,"",9.0000000000,2,"",1,"",Medium,Soil colour,0,"","",2,1,0,"","","",16,"Groundnut, tomato",6 7,"",1 2,"",1,0,"","",0,4,"",1,16,0,"",0,"",1,16,0,1,uuid:5a8c047f-1b7e-494e-b41b-deb0a76778fa,uuid:5a8c047f-1b7e-494e-b41b-deb0a76778fa/farm_details[1],uuid:5a8c047f-1b7e-494e-b41b-deb0a76778fa/farm_details
2,1.0000000000,2,"",6,"",3.0000000000,2,"",1,"",Medium,Soil colour,0,"","",2,1,0,"","","",1,"",2 8,"",3 2 4,"",1,0,"","",0,4,"",1,1,0,"",0,"",0,"",0,0,uuid:488e8012-0d4a-4b19-9407-4025e68da111,uuid:488e8012-0d4a-4b19-9407-4025e68da111/farm_details[1],uuid:488e8012-0d4a-4b19-9407-4025e68da111/farm_details
2,0.5000000000,2,"",6,"",3.0000000000,2,"",1,"",Medium,Soil colour,0,"","",2,1,0,"","","",1,"",2 8,"",1 2 4,"",1,0,"","",0,4,"",1,1,0,"",0,"",1,1,1,1,uuid:488e8012-0d4a-4b19-9407-4025e68da111,uuid:488e8012-0d4a-4b19-9407-4025e68da111/farm_details[2],uuid:488e8012-0d4a-4b19-9407-4025e68da111/farm_details
1,2.0000000000,2,"",2,"",2.0000000000,2,"",1,"",Medium,Soil colour,0,"","",2,1,0,"","","",16,"Groundnut, tomato",6 7 8,"",1 2 5,"",1,0,"","",0,4,"",1,16,0,"",0,"",1,16,0,1,uuid:8b51d39c-0a0e-44ae-8625-050bde38aee6,uuid:8b51d39c-0a0e-44ae-8625-050bde38aee6/farm_details[1],uuid:8b51d39c-0a0e-44ae-8625-050bde38aee6/farm_details
2,3.0000000000,2,"",6,"",3.0000000000,2,"",1,"",Medium,Through yields and earthworms count,0,"","",2,1,0,"","","",1,"",4 6 7 8 9,"",2 4,"",0,0,"","",0,4 2,"",1,1,0,"",0,"",1,1,1,1,uuid:bc9823e2-345a-41c5-a2b0-61687faaf5a7,uuid:bc9823e2-345a-41c5-a2b0-61687faaf5a7/farm_details[1],uuid:bc9823e2-345a-41c5-a2b0-61687faaf5a7/farm_details
2,5.0000000000,2,"",2,"",5.0000000000,2,"",1,"",Medium,Soil colour,0,"","",2,1,0,"","","",16,"Groundnut, tomato",6 7,"",2 6,"Jeevamrutam, ghanajeevanrutam",1,0,"","",0,4,"",1,16,0,"",0,"",0,"",0,0,uuid:d56560af-97a8-4fc9-9794-d2a97ccc9e0b,uuid:d56560af-97a8-4fc9-9794-d2a97ccc9e0b/farm_details[1],uuid:d56560af-97a8-4fc9-9794-d2a97ccc9e0b/farm_details
1,5.0000000000,2,"",2,"",5.0000000000,2,"",1,"",Medium,Soil colour,0,"","",2,1,0,"","","",16 7,"Castor, Ground nut, tomato",6 7,"",2 1,"",1,0,"","",0,5,Incorporating into the field,1,16,0,"",0,"",1,16,0,1,uuid:edba7f8e-13d9-47b8-894f-632d006487bf,uuid:edba7f8e-13d9-47b8-894f-632d006487bf/farm_details[1],uuid:edba7f8e-13d9-47b8-894f-632d006487bf/farm_details
1,4.5000000000,2,"",2,"",4.5000000000,2,"",1,"",Medium,Soil colour,0,"","",2,2,0,"","","",16,Groundnut tomato,6 7,"",1 2,"",1,0,"","",0,4,"",1,16,0,"",0,"",1,16,0,1,uuid:4aca5c3e-0e17-4c2a-a829-633a86b44555,uuid:4aca5c3e-0e17-4c2a-a829-633a86b44555/farm_details[1],uuid:4aca5c3e-0e17-4c2a-a829-633a86b44555/farm_details
2,5.0000000000,2,"",2,"",5.0000000000,2,"",1,"",Medium,Based on earth worms,0,"","",2,2,0,"","","",16,Tomato,7 6 8,"",1 2,"",1,0,"","",0,2,"",1,16,1,16,0,"",1,16,0,0,uuid:77643d65-9f3f-48e8-9636-3585fb92c07a,uuid:77643d65-9f3f-48e8-9636-3585fb92c07a/farm_details[1],uuid:77643d65-9f3f-48e8-9636-3585fb92c07a/farm_details
2,3.0000000000,2,"",2,"",3.0000000000,2,"",1,"",Medium,Based on soil colour,0,"","",2,2,0,"","","",16,3,6 7 8 3,"",2 1,"",1,0,"","",0,4,"",1,16,0,"",0,"",1,16,0,0,uuid:77643d65-9f3f-48e8-9636-3585fb92c07a,uuid:77643d65-9f3f-48e8-9636-3585fb92c07a/farm_details[2],uuid:77643d65-9f3f-48e8-9636-3585fb92c07a/farm_details
2,1.0000000000,2,"",6,"",1.0000000000,2,"",1,"",Medium,Through yield,0,"","",2,1,0,"","","",1,"",6 7 8 9 2,"",2 1 5,"",0,0,"","",0,2 4,"",1,1,0,"",0,"",1,1,1,1,uuid:4f78003f-878b-4e2b-b20a-c67cd13b86f3,uuid:4f78003f-878b-4e2b-b20a-c67cd13b86f3/farm_details[1],uuid:4f78003f-878b-4e2b-b20a-c67cd13b86f3/farm_details
1,1.0000000000,2,"",2,"",1.0000000000,2,"",1,"",Medium,Soil colour,0,"","",2,1,0,"","","",16,"Chilli, tomato,brinjal",6 7,"",2 6,"Jeevamrutam, ghanajeevanrutam",1,0,"","",0,5,Incorporating into the field while ploughing,1,16,0,"",0,"",1,16,0,1,uuid:f398baca-ec0c-4cd4-ac18-f84225f7398b,uuid:f398baca-ec0c-4cd4-ac18-f84225f7398b/farm_details[1],uuid:f398baca-ec0c-4cd4-ac18-f84225f7398b/farm_details
2,1.0000000000,2,"",4,"",0.5000000000,2,"",1,"",Low,Based on yield,0,"","",2,1,0,"","","",1,"",1 2 4 8 9,"",3 5,"",0,1,100.0000000000,2.0000000000,0,2,"",0,"",1,1,0,"",0,"",0,0,uuid:f33ea59e-122f-45b4-979a-f70bfec5d8ca,uuid:f33ea59e-122f-45b4-979a-f70bfec5d8ca/farm_details[1],uuid:f33ea59e-122f-45b4-979a-f70bfec5d8ca/farm_details
3,0.5000000000,2,"",4,"",0.5000000000,2,"",2,"",Low,Based on the yield comparing from the previous year yield,0,"","",2,1,0,"","","",15 16,Coffee,1 2 4 8 9,"",3 6,By using APCNF methods,0,0,"","",0,2,"",0,"",0,"",0,"",0,"",0,0,uuid:f33ea59e-122f-45b4-979a-f70bfec5d8ca,uuid:f33ea59e-122f-45b4-979a-f70bfec5d8ca/farm_details[2],uuid:f33ea59e-122f-45b4-979a-f70bfec5d8ca/farm_details
2,2.0000000000,2,"",1,"",2.0000000000,2,"",1,"",Medium,"Colour, yield",0,"","",2,1,0,"","","",1,"",6 7,"",1 4,"",0,0,"","",0,4 2,"",1,1,0,"",0,"",1,1,1,1,uuid:3f230b53-9dca-454f-8d35-0a347b1f0c77,uuid:3f230b53-9dca-454f-8d35-0a347b1f0c77/farm_details[1],uuid:3f230b53-9dca-454f-8d35-0a347b1f0c77/farm_details
1,5.0000000000,2,"",2,"",5.0000000000,2,"",1,"",Medium,Soil colour,0,"","",2,1,0,"","","",16,"Groundnut, tomato",6 7,"",2 1,"",1,0,"","",0,4,"",1,16,0,"",0,"",1,16,0,1,uuid:2fce6b01-6444-4b54-85a4-235c930f07eb,uuid:2fce6b01-6444-4b54-85a4-235c930f07eb/farm_details[1],uuid:2fce6b01-6444-4b54-85a4-235c930f07eb/farm_details
2,3.0000000000,2,"",4,"",2.0000000000,2,"",1,"",Medium,"1. Based on soil colour and soil type
2. Based on crevices present in the field",1,2,Balck and Red soils,1,2,1,1,3,"",2 14 16,"Pippali, little millet, groundnut, bhendi",1 2 4,"",3,"",0,1,30.0000000000,1.0000000000,0,2,"",0,"",1,2 14 10,0,"",0,"",0,0,uuid:422e6eb9-39e2-4c17-abc2-2385cd1e2bd4,uuid:422e6eb9-39e2-4c17-abc2-2385cd1e2bd4/farm_details[1],uuid:422e6eb9-39e2-4c17-abc2-2385cd1e2bd4/farm_details
2,50.0000000000,4,Cents,4,"",20.0000000000,4,Cents,1,"",Medium,Based on earthworms present in the field,1,2,Black and Red soils,1,2,0,"","","",1,"",1 2 6 7,"",3,"",0,1,60.0000000000,1.0000000000,0,2,"",0,"",1,1,0,"",0,"",0,0,uuid:422e6eb9-39e2-4c17-abc2-2385cd1e2bd4,uuid:422e6eb9-39e2-4c17-abc2-2385cd1e2bd4/farm_details[2],uuid:422e6eb9-39e2-4c17-abc2-2385cd1e2bd4/farm_details
2,5.0000000000,2,"",6,"",5.0000000000,2,"",1,"",Medium,Through yield and soil testing,0,"","",2,1,0,"","","",1,"",3 7 6 8 9,"",2 5,"",0,0,"","",0,2 4,"",1,1,0,"",0,"",0,"",0,0,uuid:95222126-8d4a-4087-9922-9ea3a6534fd5,uuid:95222126-8d4a-4087-9922-9ea3a6534fd5/farm_details[1],uuid:95222126-8d4a-4087-9922-9ea3a6534fd5/farm_details
1,2.0000000000,2,"",2,"",2.0000000000,2,"",1,"",Medium,Soil colour,0,"","",2,1,0,"","","",16,"Groundnut, tomato",6 7 8,"",1 2 5,"",1,0,"","",0,5,Incorporating into the field while ploughing,1,16,0,"",0,"",1,16,0,1,uuid:024ca5a8-4b20-4cae-995a-277c1ffc2355,uuid:024ca5a8-4b20-4cae-995a-277c1ffc2355/farm_details[1],uuid:024ca5a8-4b20-4cae-995a-277c1ffc2355/farm_details
2,2.0000000000,2,"",4,"",1.0000000000,2,"",1,"",Medium,Based on earthworms and earthworms castings present in the field and Based on soil colour and porosity capacity of the soil,1,2,Red soils and black soils,1,2,1,1,3,"",1 2 14 16,Pippali,1 2 3 4 6 7 8 9,"",3,"",1,0,"","",0,2,"",0,"",1,1 2 14 16,0,"",0,"",0,0,uuid:88c37bca-cc3e-41f2-bfc8-5d5547392eb2,uuid:88c37bca-cc3e-41f2-bfc8-5d5547392eb2/farm_details[1],uuid:88c37bca-cc3e-41f2-bfc8-5d5547392eb2/farm_details
2,3.7000000000,2,"",2,"",3.7000000000,2,"",1,"",Medium,Soil colour,0,"","",2,2,0,"","","",16,"Ground nut, tomato",6 7 8,"",6 2,"Jeevamrutam,ghanajeevanrutam",1,0,"","",0,5,Incorporating into the field,1,16,0,"",0,"",0,"",0,0,uuid:2a883d27-7340-4a3f-b3b9-8006366bb51d,uuid:2a883d27-7340-4a3f-b3b9-8006366bb51d/farm_details[1],uuid:2a883d27-7340-4a3f-b3b9-8006366bb51d/farm_details
1,5.0000000000,2,"",2,"",5.0000000000,2,"",1,"",Medium,Soil colour,0,"","",2,1,0,"","","",16,"Groundnut, tomato",6 7,"",1 2,"",1,0,"","",0,5,Incorporating into the field,1,16,0,"",0,"",1,16,0,1,uuid:b705c468-3eee-4585-8937-b6c4aef82931,uuid:b705c468-3eee-4585-8937-b6c4aef82931/farm_details[1],uuid:b705c468-3eee-4585-8937-b6c4aef82931/farm_details
1,2.5000000000,2,"",2,"",2.5000000000,2,"",1,"",Medium,Soil colour,0,"","",2,1,0,"","","",16,"Groundnut, tomato castor chilli",6 7 8,"",1 2 5,"",1,0,"","",0,4,"",1,16,0,"",0,"",1,16,0,1,uuid:5ffb0773-d3d3-48ea-a9ee-5d6eb0980b97,uuid:5ffb0773-d3d3-48ea-a9ee-5d6eb0980b97/farm_details[1],uuid:5ffb0773-d3d3-48ea-a9ee-5d6eb0980b97/farm_details
1,0.4000000000,2,"",1,"",5.9000000000,2,"",1,"",Medium,Soil texture,0,"","",2,1,0,"","","",1,"",11,Never even think of it,1 2,"",0,0,"","",0,4,"",1,1,0,"",0,"",1,1,0,0,uuid:773ed6b6-73d5-40d5-9248-34080d4226fb,uuid:773ed6b6-73d5-40d5-9248-34080d4226fb/farm_details[1],uuid:773ed6b6-73d5-40d5-9248-34080d4226fb/farm_details
1,2.5000000000,2,"",6,"",5.9000000000,2,"",1,"",Low,Soil texture,0,"","",2,1,0,"","","",1,"",11,He never even think of it,1 2,"",1,0,"","",0,4,"",1,1,0,"",0,"",1,1,1,1,uuid:773ed6b6-73d5-40d5-9248-34080d4226fb,uuid:773ed6b6-73d5-40d5-9248-34080d4226fb/farm_details[2],uuid:773ed6b6-73d5-40d5-9248-34080d4226fb/farm_details
2,3.0000000000,2,"",6,"",5.9000000000,2,"",1,"",Medium,Soil texture,0,"","",2,1,0,"","","",1,"",11,He never even think of it,1 2,"",0,0,"","",0,4,"",0,"",0,"",0,"",1,1,1,1,uuid:773ed6b6-73d5-40d5-9248-34080d4226fb,uuid:773ed6b6-73d5-40d5-9248-34080d4226fb/farm_details[3],uuid:773ed6b6-73d5-40d5-9248-34080d4226fb/farm_details
2,7.0000000000,2,"",2,"",7.0000000000,2,"",1,"",Medium,Soil colour,0,"","",2,2,0,"","","",16,Ground nut,6 7,"",2 1,"",1,0,"","",0,5,Incorporating into the field,1,16,0,"",0,"",1,16,0,1,uuid:1fcdd215-26e1-476c-a851-23f1c909bce0,uuid:1fcdd215-26e1-476c-a851-23f1c909bce0/farm_details[1],uuid:1fcdd215-26e1-476c-a851-23f1c909bce0/farm_details
2,3.0000000000,2,"",2,"",3.0000000000,2,"",1,"",Medium,Soil colour,0,"","",2,2,0,"","","",16,Tomato,6 7,"",1 2,"",1,0,"","",0,5,Incorporating into the field,1,16,0,"",0,"",1,16,0,1,uuid:1fcdd215-26e1-476c-a851-23f1c909bce0,uuid:1fcdd215-26e1-476c-a851-23f1c909bce0/farm_details[2],uuid:1fcdd215-26e1-476c-a851-23f1c909bce0/farm_details
2,3.0000000000,2,"",2,"",3.0000000000,2,"",1,"",Medium,Soil colour,0,"","",2,2,0,"","","",16,"Tomato, groundnut",6 7,"",1 2,"",1,0,"","",0,5,Incorporating into the field,1,16,0,"",0,"",1,16,0,1,uuid:7ee1c9d9-e791-4976-b807-edf41d96c938,uuid:7ee1c9d9-e791-4976-b807-edf41d96c938/farm_details[1],uuid:7ee1c9d9-e791-4976-b807-edf41d96c938/farm_details
1,2.0000000000,2,"",2,"",2.0000000000,2,"",1,"",Medium,Soil colour,0,"","",2,1,0,"","","",16 7,"Groundnut, tomato",6 7,"",1 2 5,"",1,0,"","",0,5,Incorporating into the field while ploughing,1,16 7,0,"",0,"",1,16 7,0,1,uuid:42b8acc3-3afe-44d2-b436-15fb55e6cc28,uuid:42b8acc3-3afe-44d2-b436-15fb55e6cc28/farm_details[1],uuid:42b8acc3-3afe-44d2-b436-15fb55e6cc28/farm_details
1,4.0000000000,2,"",2,"",4.0000000000,2,"",1,"",Medium,Soil colour,0,"","",2,1,0,"","","",16,"Groundnut, tomato",6 7 8,"",1 2,"",1,0,"","",0,5,Incorporating into the field while ploughing,1,16,0,"",0,"",1,16,0,1,uuid:274b9ed7-a5a5-4014-823a-636a768970ba,uuid:274b9ed7-a5a5-4014-823a-636a768970ba/farm_details[1],uuid:274b9ed7-a5a5-4014-823a-636a768970ba/farm_details
2,0.8000000000,2,"",1,"",1.9000000000,2,"",1,"",Medium,Visually,0,"","",2,1,0,"","","",1,"",2 8 7 6,"",1 2,"",1,0,"","",0,5,Sell,1,1,0,"",0,"",1,1,1,1,uuid:00ee1a97-86ea-4f77-a7dc-4bf12628349b,uuid:00ee1a97-86ea-4f77-a7dc-4bf12628349b/farm_details[1],uuid:00ee1a97-86ea-4f77-a7dc-4bf12628349b/farm_details
2,1.1000000000,2,"",1,"",1.9000000000,2,"",1,"",Medium,Visually,0,"","",2,1,0,"","","",1,"",2 6 7 8,"",2 1,"",1,0,"","",0,5,Sell,0,"",0,"",0,"",1,1,1,1,uuid:00ee1a97-86ea-4f77-a7dc-4bf12628349b,uuid:00ee1a97-86ea-4f77-a7dc-4bf12628349b/farm_details[2],uuid:00ee1a97-86ea-4f77-a7dc-4bf12628349b/farm_details
"",0E-10,"","",8,No land,0E-10,4,No,4,No,Low,No,0,"","",2,1,0,"","","","","",2,"",2,"",1,0,"","",0,1,"",1,1,0,"",0,"",0,"",0,0,uuid:00ee1a97-86ea-4f77-a7dc-4bf12628349b,uuid:00ee1a97-86ea-4f77-a7dc-4bf12628349b/farm_details[3],uuid:00ee1a97-86ea-4f77-a7dc-4bf12628349b/farm_details
2,5.0000000000,2,"",2,"",5.0000000000,2,"",1,"",Medium,Soil colour,0,"","",2,1,0,"","","",16,"Tomato, groundnut",6 7,"",2 6,"Jeevamrutam, ghanajeevanrutam",1,0,"","",0,3 4,"",1,16,0,"",0,"",0,"",0,0,uuid:71439250-ffe3-4631-9e5b-a89461815819,uuid:71439250-ffe3-4631-9e5b-a89461815819/farm_details[1],uuid:71439250-ffe3-4631-9e5b-a89461815819/farm_details
"",1.0000000000,2,"",2,"",1.0000000000,2,"",1,"",Medium,Soil colour,0,"","",2,1,0,"","","",16,Papaya,6 7,"",1 2 6,"Jeevamrutam, ghanajeevanrutam",0,0,"","",0,3,"",1,16,0,"",0,"",0,"",0,0,uuid:71439250-ffe3-4631-9e5b-a89461815819,uuid:71439250-ffe3-4631-9e5b-a89461815819/farm_details[2],uuid:71439250-ffe3-4631-9e5b-a89461815819/farm_details
2,4.0000000000,2,"",2,"",4.0000000000,2,"",1,"",Medium,Soil organisms,0,"","",2,2,0,"","","",16,"Tomato, chilli, groundnut",6 7,"",2 6,"Jeevamrutam, ghanajeevanrutam",1,0,"","",0,5,Incorporating into the field,1,16,0,"",0,"",0,"",0,0,uuid:4b5b9cbf-289b-430a-8789-2b749ae4d9fc,uuid:4b5b9cbf-289b-430a-8789-2b749ae4d9fc/farm_details[1],uuid:4b5b9cbf-289b-430a-8789-2b749ae4d9fc/farm_details
